"","yy","mm","hhooks","alb_c","alb_n","yft_c","yft_n","bet_c","bet_n","mls_c","mls_n","blm_c","blm_n","bum_c","bum_n","swo_c","swo_n","oth_c","oth_n","total_c_ton","total_c_kg","total_n","cpue_c","cpue_n","alb_idv","yft_idv","bet_idv","mls_idv","blm_idv","bum_idv","swo_idv","oth_idv","Date"
"154",2012,10,976809.56,7021.448,412707,6293.077,223183,7417.296,179506,283.433,6508,135.987,3256,1242.527,24994,1455.254,25507,2209.173,262068,26058.195,26058195,1137729,2667.68427204992,116.473982912288,17.0131546108983,28.1969370426959,41.3206020968658,43.5514751075599,41.7650491400491,49.7130111226694,57.0531226722076,8.42977013599524,"2012-10"
"155",2012,11,922121.94,9095.14,565417,6072.416,212371,8058.392,197523,254.567,5726,107.629,2490,1238.124,24966,1700.987,27778,1911.499,223564,28438.754,28438754,1259835,3084.05567272372,136.623470861131,16.0857208042913,28.5934331900307,40.7972337398683,44.4580859238561,43.2244979919679,49.5924056717135,61.235042119663,8.55011987618758,"2012-11"
"156",2012,12,970000.67,9145.729,561042,5854.472,217194,7383.775,177263,182.781,4224,117.694,2770,1394.096,27951,1554.195,25126,1633.277,178940,27266.019,27266019,1194510,2810.92785224571,123.145275765634,16.3013268168871,26.9550355903018,41.6543497514992,43.2720170454545,42.4888086642599,49.8764266036993,61.8560455305261,9.12751201520063,"2012-12"
"157",2013,1,822287.52,7248.209,508210,6203.738,249895,6507.577,172821,152.296,5072,160.01,3847,1600.755,34626,1582.361,29483,2762.022,321591,26216.968,26216968,1325545,3188.29695968145,161.202130369193,14.2622321481277,24.8253786590368,37.6550129903195,30.0268138801262,41.593449441123,46.2298561774389,53.6702845707696,8.58861721876545,"2013-01"
"158",2013,2,821623.72,7215.976,529566,5451.572,229316,5116.704,133789,279.277,7119,116.966,2853,1496.585,33143,1258.354,23669,2160.58,258405,23096.014,23096014,1217860,2811.02084053756,148.226003017537,13.6262071205478,23.7731863454796,38.2445791507523,39.2298075572412,40.9975464423414,45.1553872612618,53.1646457391525,8.36121592074457,"2013-02"
"159",2013,3,930007.65,6811.255,471259,6380.557,277924,4930.995,139976,405.537,9701,115.519,3056,1620.542,38076,1373.629,25977,2847.914,353452,24485.948,24485948,1319421,2632.87597688041,141.872058794355,14.4533154804471,22.9579201508326,35.2274318454592,41.8036284919081,37.800719895288,42.5607206639353,52.8786618932132,8.05742788271109,"2013-03"
"160",2013,4,878478.18,6582.781,463754,6588.999,289287,4674.445,119503,284.385,7031,146.522,3467,1608.578,37585,1400.013,26714,4042.171,432737,25327.894,25327894,1380078,2883.1557318817,157.098722702481,14.1945535779745,22.7766854369536,39.1157125762533,40.4473047930593,42.2618978944332,42.7984036184648,52.4074642509546,9.34094149564285,"2013-04"
"161",2013,5,1043958.94,9819.64,668255,7302.37,307230,5551.618,143884,407.918,10836,158.645,3362,1892.346,43566,1401.196,26664,4570.456,282666,31104.189,31104189,1486463,2979.44562838841,142.387113424212,14.6944504717511,23.7684145428506,38.5839843207028,37.6447028423773,47.1876859012493,43.4363035394574,52.550105010501,16.1691041724155,"2013-05"
"162",2013,6,831488.22,10460.799,724913,7148.633,301206,4676.313,119027,371.277,9282,148.209,3262,1530.968,33037,1090.903,22056,9008.369,201384,34435.471,34435471,1414167,4141.42620084263,170.07661275105,14.4304199262532,23.7333685251954,39.2878338528233,39.9996767937944,45.4350091968118,46.3410115930623,49.4606002901705,44.7322975012911,"2013-06"
"163",2013,7,855499.37,10772.909,746172,7630.888,308349,4627.634,136394,139.73,2711,133.084,2972,1630.222,36343,1026.786,22808,4459.711,222012,30420.964,30420964,1477761,3555.93061395241,172.736655551248,14.4375680138091,24.7475685019248,33.9284279367128,51.5418664699373,44.7792732166891,44.8565610984234,45.0186776569625,20.0877024665333,"2013-07"
"164",2013,8,853244.43,8427.379,570611,6462.607,268076,5632.089,154821,173.199,3047,116.627,2587,1523.177,32961,1188.338,25802,2280.633,187049,25804.049,25804049,1244954,3024.22706703166,145.908248120647,14.7690440597885,24.107368805861,36.3780688666266,56.8424680013128,45.0819482025512,46.2114923697703,46.0560421672739,12.1927035161909,"2013-08"
"165",2013,9,786135.26,5949.033,380439,5764.251,223358,5029.377,139690,184.796,3564,108.634,2535,1334.291,28656,1329.109,27627,1672.018,161392,21371.509,21371509,967261,2718.55367484725,123.040022400216,15.6372848209568,25.8072287538391,36.0038442265015,51.8507295173962,42.8536489151874,46.562360413177,48.1090599775582,10.3599806681868,"2013-09"
"166",2013,10,729844,7287.569,444159,5435.655,211986,6442.515,173938,204.206,4878,116.638,2861,1368.523,28363,1452.394,29187,1449.772,139641,23757.272,23757272,1035013,3255.11643584108,141.812907963894,16.4075680105548,25.6415753870539,37.03914613253,41.8626486264863,40.768262845159,48.2502908719106,49.7616747181965,10.382137051439,"2013-10"
"167",2013,11,625237.27,6194.278,385499,5834.921,244075,6611.484,181276,229.13,5846,116.632,2558,1164.874,23826,1628.274,26219,1342.493,135134,23122.086,23122086,1004433,3698.12983157578,160.64829276732,16.0682076996309,23.9062624193383,36.4719212692248,39.1943209031817,45.5949960906959,48.8908755141442,62.1028261947443,9.93453165006586,"2013-11"
"168",2013,12,667786.31,7178.314,457054,5819.077,229050,5700.877,159762,172.31,5306,112.573,2640,1151.74,24098,1408.194,24836,1456.633,144137,22999.718,22999718,1046883,3444.17333143592,156.769161679879,15.7056146538483,25.4052695917922,35.6835605463126,32.474557105164,42.6412878787879,47.7940078014773,56.6997100982445,10.1058923107877,"2013-12"
"169",2014,1,817293.58,6417.336,466352,6778.252,269996,5487.214,168878,251.782,8333,111.638,2286,1244.435,25706,1312.004,22287,1338.472,129621,22941.133,22941133,1093459,2806.9635638151,133.790234838257,13.7607129378667,25.1050089630957,32.4921777851467,30.2150486019441,48.83552055993,48.4102933167354,58.8685780948535,10.3260428479953,"2014-01"
"170",2014,2,736790.7,5104.45,391920,6248.374,249208,5219.919,165636,247.877,8340,95.878,2093,1284.612,27079,1308.833,22332,1379.787,151396,20889.73,20889730,1018004,2835.23258369032,138.167324859014,13.0242141253317,25.07292703284,31.5143990436862,29.7214628297362,45.8088867654085,47.4394179991876,58.6079616693534,9.11376126185632,"2014-02"
"171",2014,3,886048.06,4842.639,380593,7332.153,296224,5384.038,159995,258.842,6357,127.024,2696,1795.635,40967,1383.341,23376,2767.864,376903,23891.536,23891536,1287111,2696.41536148728,145.264242212776,12.7239308132309,24.7520558766339,33.6512891027845,40.7176341041372,47.1157270029674,43.8312544242927,59.1778319644079,7.34370381769315,"2014-03"
"172",2014,4,918667.11,5088.308,387871,8194.786,353048,5736.029,178657,188.034,5169,164.242,3191,1735.738,40290,1448.772,24495,7100.032,609202,29655.941,29655941,1601923,3228.14876870905,174.374698142834,13.1185574585365,23.2115349754141,32.10637702413,36.3772489843297,51.4703854591037,43.0811119384463,59.1456215554195,11.6546432874482,"2014-04"
"173",2014,5,966465.05,8624.844,636664,11032.558,496321,6457.197,196215,343.786,9960,162.823,3474,1916.093,42243,1168.941,21638,10441.415,572574,40147.657,40147657,1979089,4154.0723071155,204.77605475749,13.5469321337472,22.2286745876157,32.9087837321306,34.5166666666667,46.8690270581462,45.3588286816751,54.0225991311581,18.2359223436621,"2014-05"
"174",2014,6,870231.07,10103.796,742376,11520.597,549612,5906.959,187883,271.843,7149,129.396,2879,1822.735,39708,1022.02,20977,5787.979,222955,36565.325,36565325,1773539,4201.79493246547,203.800928413186,13.6100789896225,20.9613272635969,31.439560790492,38.0253182263254,44.9447724904481,45.9034703334341,48.720980121085,25.9603014061133,"2014-06"
"175",2014,7,905088.99,10216.405,743001,11385.337,518752,6367.186,202812,212.612,5281,127.777,2668,1769.691,38875,989.339,21190,4156.701,194722,35225.048,35225048,1727301,3891.88780210441,190.84322305147,13.7501901074157,21.9475529732897,31.3945230065282,40.2597992804393,47.8924287856072,45.5225980707395,46.6889570552147,21.346848327359,"2014-07"
"176",2014,8,851694.31,8162.898,573585,8324.795,356029,6283.729,184995,278.923,6149,126.483,2623,1710.879,37500,1181.843,24642,1837.002,171453,27906.552,27906552,1356976,3276.5925135745,159.326648548351,14.231365882999,23.3823508759118,33.96702073029,45.3607090583835,48.2207396111323,45.62344,47.9605145686227,10.7143182096551,"2014-08"
"177",2014,9,757635.63,5535.107,381850,6432.807,274815,6045.704,170120,384.148,8509,113.577,2491,1172.706,24424,1119.118,22217,1299.437,141458,22102.604,22102604,1025884,2917.31316807263,135.405986648226,14.4955008511195,23.407772501501,35.5378791441336,45.1460806205194,45.5949417904456,48.0144939403865,50.3721474546518,9.18602694792801,"2014-09"
"178",2014,10,781808.98,5340.653,345641,6456.275,271880,6878.026,191361,387.373,9865,140.5,3038,1163.895,24886,1408.722,26775,1238.836,117641,23014.28,23014280,991087,2943.72162366311,126.768433895451,15.4514452857155,23.7467816683831,35.9426737945558,39.267410035479,46.2475312705727,46.7690669452704,52.6133333333333,10.5306483283889,"2014-10"
"179",2014,11,868388.12,6568.023,424183,7198.943,299255,7714.527,224563,271.462,6932,138.76,3015,1377.251,29176,1873.639,31947,1189.365,123167,26331.97,26331970,1142238,3032.28123387962,131.535424505807,15.4839373572255,24.0562162704048,34.3535088148983,39.1607039815349,46.0232172470978,47.2049287085276,58.6483550881147,9.65652325704125,"2014-11"
"180",2014,12,795362.08,7195.162,457091,7273.719,347175,7448.878,220734,212.642,5898,143.139,3322,1063.251,22517,1692.039,29731,1136.598,114112,26165.428,26165428,1200580,3289.75049954607,150.947603637327,15.7412025176606,20.9511600777706,33.7459476111519,36.0532383858935,43.0881998795906,47.2199227250522,56.9116074131378,9.96037226584408,"2014-12"
"181",2015,1,803347.72,7684.934,559787,7596.71,335476,7939.75,247121,273.871,7321,181.897,3855,1125.506,23720,2185.751,36996,1581.722,156626,28570.141,28570141,1370902,3556.38539684908,170.648645147085,13.7283180924173,22.6445706995433,32.1289975356202,37.4089605245185,47.1846952010376,47.4496627318718,59.0807384582117,10.098719242016,"2015-01"
"182",2015,2,797784.78,8737.424,665433,6575.868,308584,5298.894,161905,269.872,6992,123.856,2971,1057.08,22974,1448.312,23004,1435.331,147145,24946.637,24946637,1339008,3126.9883338712,167.840755247299,13.1304338678725,21.3098151556788,32.7284148111547,38.5972540045767,41.6883204308314,46.0120135805693,62.9591375412972,9.75453464269938,"2015-02"
"183",2015,3,909300.99,6559.639,498627,7545.946,367105,5697.964,177540,323.785,8096,116.147,2664,1350.27,30488,1507.57,23724,3113.437,422027,26214.758,26214758,1530271,2882.95716031278,168.29091981963,13.1554027359128,20.5552798245734,32.0939731891405,39.9932065217391,43.5987237237237,44.2885725531357,63.5461979430113,7.37734078625301,"2015-03"
"184",2015,4,1067198.98,4446.161,327935,7606.717,354532,5123.704,164333,281.681,7102,128.389,2861,1636.639,39363,1308.717,23175,5916.446,624180,26448.454,26448454,1543481,2478.30577949016,144.629167467907,13.5580557122601,21.4556570351901,31.1787894093091,39.6622078287806,44.8755679832227,41.5781063435206,56.471067961165,9.47874971963216,"2015-04"
"185",2015,5,1002272.31,8780.819,639099,9979.023,459130,5416.115,177543,497.707,13463,103.082,2297,1614.967,36480,1225.534,22760,13136.432,439036,40753.679,40753679,1789808,4066.12839578497,178.575022191324,13.7393721473512,21.7346350706772,30.50593377379,36.9685062764614,44.8767958206356,44.2699287280702,53.8459578207381,29.9210816425077,"2015-05"
"186",2015,6,951260.41,10107.658,692649,12518.197,618833,5839.2,192588,455.239,11759,135.212,2830,1654.666,35812,1189.149,23851,3067.966,215904,34967.287,34967287,1794226,3675.89007514777,188.615649420331,14.5927562156301,20.2287159863808,30.3196460838682,38.7140913342971,47.7780918727915,46.2042332179158,49.8574063980546,14.2098617904254,"2015-06"
"187",2015,7,989023.95,9050.286,642745,10970.737,496734,4667.407,143543,252.094,5409,129.964,2731,1415.833,29836,1051.92,21894,2090.64,132558,29628.881,29628881,1475450,2995.76981932541,149.182433853093,14.0806789628857,22.085738040883,32.5157409278056,46.6063967461638,47.5884291468327,47.4538477007642,48.0460400109619,15.771511338433,"2015-07"
"188",2015,8,870135.95,7619.839,550737,9357.122,398158,5668.071,176662,224.354,4397,120.48,2486,1236.192,25421,1108.418,22586,1353.62,114936,26688.096,26688096,1295383,3067.11796013025,148.871334416191,13.8357128720242,23.501027230396,32.08426826369,51.0243347737093,48.4633950120676,48.6287714881397,49.0754449659081,11.7771629428552,"2015-08"
"189",2015,9,861054.38,5770.275,373770,9044.873,394522,5825.837,175430,201.601,4151,109.608,2347,1172.705,24614,1375.641,25640,1101.062,105472,24601.602,24601602,1105946,2857.14846488557,128.440900561937,15.4380367605747,22.9261562092862,33.2088981360087,48.5668513611178,46.7013208351086,47.6438205899082,53.6521450858034,10.4393772754854,"2015-09"
"190",2015,10,903681.75,4732.423,291972,7897.055,339943,7029.768,197094,265.194,6139,88.426,1951,1136.631,22119,1515.075,26479,1244.93,117629,23909.502,23909502,1003326,2645.78785617835,111.026475858343,16.2084823202225,23.2305268824479,35.6670827118025,43.1982407558234,45.3234238851871,51.3870880238709,57.2179840628423,10.5835295717893,"2015-10"
"191",2015,11,837122.96,5926.299,355166,7497.703,293934,6599.385,184601,290.477,6573,125.99,2720,1226.87,23049,1542.551,23847,1161.133,115999,24370.408,24370408,1005889,2911.21008077475,120.16024503736,16.6859975335477,25.5081174685474,35.7494542283086,44.1924539783965,46.3198529411765,53.2287734825806,64.6853272948379,10.0098535332201,"2015-11"
"192",2015,12,840202.96,7079.957,428855,8222.004,345808,7473.942,235903,263.768,6665,112.375,2527,1431.75,27331,1546.206,26016,1449.195,141415,27579.197,27579197,1214520,3282.4446369482,144.55078806197,16.5089762273962,23.7762110766668,31.682267711729,39.5750937734434,44.4697269489513,52.3855694998353,59.4328874538745,10.2478167096843,"2015-12"
